orderid,menuid,type,size
123103,14,side,
123104,18,appetizer,
123105,10,entree,
123105,13,side,
123106,3,entree,
123106,100,entree,
123106,7,entree,
123106,15,side,
123107,2,entree,
123107,13,side,
123108,9,entree,
123108,14,side,
123109,2,entree,
123109,1,entree,
123109,5,entree,
123109,14,side,
123109,14,side,
123110,22,drink,large
123111,31,drink,small
123112,6,entree,
123112,15,side,
123113,8,entree,
123113,13,side,
123114,2,entree,
123114,15,side,
123115,15,a la carte,medium
123116,18,appetizer,
123117,100,entree,
123117,15,side,
123118,29,drink,large
123119,7,entree,
123119,14,side,
123120,16,appetizer,
123121,16,appetizer,
123122,17,appetizer,
123123,10,entree,
123123,15,side,
123124,8,entree,
123124,3,entree,
123124,13,side,
123125,17,appetizer,
123126,25,drink,medium
123127,3,entree,
123127,0,entree,
123127,4,entree,
123127,13,side,
123127,13,side,
123128,10,entree,
123128,6,entree,
123128,5,entree,
123128,13,side,
123128,12,side,
123129,4,entree,
123129,3,entree,
123129,2,entree,
123129,15,side,
123129,12,side,
123130,10,entree,
123130,0,entree,
123130,5,entree,
123130,14,side,
123131,23,drink,large
123132,10,entree,
123132,0,entree,
123132,13,side,
123133,21,drink,medium
123134,35,bottle,
123135,3,entree,
123135,8,entree,
123135,11,entree,
123135,13,side,
123135,15,side,
123136,16,appetizer,
123137,100,entree,
123137,10,entree,
123137,3,entree,
123137,14,side,
123137,13,side,
123138,18,appetizer,
123139,100,entree,
123139,100,entree,
123139,14,side,
123140,8,a la carte,small
123141,37,bottle,
123142,20,drink,large
123143,2,a la carte,medium
123144,17,appetizer,
123145,18,appetizer,
123146,7,a la carte,large
123147,3,entree,
123147,7,entree,
123147,0,entree,
123147,13,side,
123147,15,side,
123148,9,entree,
123148,4,entree,
123148,15,side,
123149,100,entree,
123149,15,side,
123150,100,entree,
123150,1,entree,
123150,6,entree,
123150,15,side,
123150,15,side,
123151,17,appetizer,
123152,37,bottle,
123153,36,bottle,
123154,34,drink,small
123155,8,entree,
123155,5,entree,
123155,100,entree,
123155,12,side,
123155,12,side,
123156,17,appetizer,
123157,3,entree,
123157,12,side,
123158,3,entree,
123158,10,entree,
123158,11,entree,
123158,14,side,
123159,3,entree,
123159,12,side,
123160,7,entree,
123160,1,entree,
123160,13,side,
123161,36,bottle,
123162,19,drink,small
123163,32,drink,small
123164,6,entree,
123164,2,entree,
123164,7,entree,
123164,14,side,
123165,6,entree,
123165,4,entree,
123165,4,entree,
123165,13,side,
123166,4,entree,
123166,11,entree,
123166,15,side,
123167,37,bottle,
123168,8,entree,
123168,5,entree,
123168,1,entree,
123168,14,side,
123168,13,side,
123169,7,entree,
123169,1,entree,
123169,7,entree,
123169,15,side,
123170,9,entree,
123170,4,entree,
123170,100,entree,
123170,12,side,
123171,10,a la carte,medium
123172,7,entree,
123172,0,entree,
123172,4,entree,
123172,14,side,
123172,15,side,
123173,16,appetizer,
123174,10,entree,
123174,13,side,
123175,37,bottle,
123176,16,appetizer,
123177,1,entree,
123177,5,entree,
123177,13,side,
123178,10,entree,
123178,4,entree,
123178,4,entree,
123178,15,side,
123178,14,side,
123179,19,drink,medium
123180,37,bottle,
123181,17,appetizer,
123182,6,entree,
123182,15,side,
123183,10,entree,
123183,3,entree,
123183,15,side,
123184,36,bottle,
123185,18,appetizer,
123186,14,a la carte,medium
123187,0,entree,
123187,3,entree,
123187,3,entree,
123187,15,side,
123188,100,a la carte,large
123189,11,entree,
123189,4,entree,
123189,13,side,
123190,8,entree,
123190,14,side,
123191,22,drink,large
123192,1,a la carte,small
123193,24,drink,large
123194,35,bottle,
123195,27,drink,medium
123196,3,entree,
123196,11,entree,
123196,3,entree,
123196,12,side,
123196,13,side,
123197,31,drink,small
123198,32,drink,large
123199,35,bottle,
123200,17,appetizer,
123201,4,entree,
123201,5,entree,
123201,14,side,
123202,25,drink,medium
123203,17,appetizer,
123204,4,entree,
123204,7,entree,
123204,9,entree,
123204,13,side,
123205,2,entree,
123205,1,entree,
123205,9,entree,
123205,15,side,
123206,7,entree,
123206,13,side,
123207,9,entree,
123207,6,entree,
123207,9,entree,
123207,14,side,
123208,12,a la carte,medium
123209,36,bottle,
123210,36,bottle,
123211,18,appetizer,
123212,1,entree,
123212,7,entree,
123212,9,entree,
123212,12,side,
123213,36,bottle,
123214,7,entree,
123214,1,entree,
123214,8,entree,
123214,12,side,
123215,11,a la carte,large
123216,3,entree,
123216,1,entree,
123216,3,entree,
123216,12,side,
123216,15,side,
123217,100,entree,
123217,0,entree,
123217,7,entree,
123217,14,side,
123218,10,entree,
123218,6,entree,
123218,100,entree,
123218,14,side,
123218,14,side,
123219,5,entree,
123219,12,side,
123220,8,entree,
123220,0,entree,
123220,15,side,
123221,9,entree,
123221,12,side,
123222,17,appetizer,
123223,11,entree,
123223,10,entree,
123223,8,entree,
123223,14,side,
123224,28,drink,small
123225,35,bottle,
123226,4,entree,
123226,5,entree,
123226,6,entree,
123226,14,side,
123227,31,drink,medium
123228,0,entree,
123228,6,entree,
123228,2,entree,
123228,14,side,
123228,13,side,
123229,10,a la carte,medium
123230,11,entree,
123230,11,entree,
123230,15,side,
123231,0,entree,
123231,9,entree,
123231,100,entree,
123231,14,side,
123231,14,side,
123232,36,bottle,
123233,11,entree,
123233,6,entree,
123233,15,side,
123234,0,entree,
123234,100,entree,
123234,13,side,
123235,12,a la carte,large
123236,7,entree,
123236,100,entree,
123236,13,side,
123237,36,bottle,
123238,0,entree,
123238,7,entree,
123238,15,side,
123239,7,entree,
123239,8,entree,
123239,13,side,
123240,4,entree,
123240,14,side,
123241,16,appetizer,
123242,24,drink,small
123243,6,entree,
123243,1,entree,
123243,12,side,
123244,6,entree,
123244,14,side,
123245,100,entree,
123245,5,entree,
123245,7,entree,
123245,13,side,
123245,13,side,
123246,7,a la carte,medium
123247,18,appetizer,
123248,36,bottle,
123249,29,drink,medium
123250,9,entree,
123250,12,side,
123251,4,entree,
123251,1,entree,
123251,9,entree,
123251,12,side,
123251,13,side,
123252,29,drink,large
123253,9,a la carte,medium
123254,5,a la carte,medium
123255,11,entree,
123255,8,entree,
123255,14,side,
123256,35,bottle,
123257,10,a la carte,medium
123258,3,a la carte,medium
123259,37,bottle,
123260,1,entree,
123260,4,entree,
123260,8,entree,
123260,14,side,
123261,17,appetizer,
123262,2,entree,
123262,7,entree,
123262,14,side,
123263,11,entree,
123263,7,entree,
123263,5,entree,
123263,15,side,
123264,5,entree,
123264,11,entree,
123264,12,side,
123265,1,entree,
123265,3,entree,
123265,15,side,
123266,10,entree,
123266,6,entree,
123266,100,entree,
123266,15,side,
123267,9,a la carte,small
123268,100,entree,
123268,0,entree,
123268,2,entree,
123268,15,side,
123269,7,entree,
123269,3,entree,
123269,14,side,
123270,11,entree,
123270,100,entree,
123270,13,side,
123271,10,entree,
123271,9,entree,
123271,10,entree,
123271,14,side,
123272,4,a la carte,large
123273,7,entree,
123273,7,entree,
123273,7,entree,
123273,14,side,
123274,23,drink,small
123275,1,entree,
123275,3,entree,
123275,12,side,
123276,0,entree,
123276,100,entree,
123276,13,side,
123277,2,entree,
123277,2,entree,
123277,10,entree,
123277,13,side,
123277,14,side,
123278,36,bottle,
123279,8,entree,
123279,10,entree,
123279,13,side,
123280,21,drink,small
123281,8,a la carte,medium
123282,100,entree,
123282,4,entree,
123282,13,side,
123283,23,drink,medium
123284,16,appetizer,
123285,8,entree,
123285,15,side,
123286,8,entree,
123286,100,entree,
123286,12,side,
123287,8,entree,
123287,100,entree,
123287,13,side,
123288,10,entree,
123288,13,side,
123289,18,appetizer,
123290,30,drink,medium
123291,4,entree,
123291,5,entree,
123291,15,side,
123292,16,appetizer,
123293,100,entree,
123293,100,entree,
123293,3,entree,
123293,12,side,
123293,12,side,
123294,37,bottle,
123295,1,entree,
123295,4,entree,
123295,7,entree,
123295,13,side,
123296,17,appetizer,
123297,26,drink,small
123298,4,entree,
123298,14,side,
123299,35,bottle,
123300,36,bottle,
123301,0,entree,
123301,1,entree,
123301,13,side,
123302,0,entree,
123302,8,entree,
123302,10,entree,
123302,15,side,
123303,37,bottle,
123304,11,entree,
123304,7,entree,
123304,15,side,
123305,2,entree,
123305,12,side,
123306,9,entree,
123306,12,side,
123307,11,entree,
123307,11,entree,
123307,0,entree,
123307,14,side,
123307,13,side,
123308,8,entree,
123308,7,entree,
123308,4,entree,
123308,15,side,
123308,14,side,
123309,11,entree,
123309,12,side,
123310,16,appetizer,
123311,8,entree,
123311,12,side,
123312,36,bottle,
123313,100,entree,
123313,14,side,
123314,7,a la carte,small
123315,24,drink,small
123316,100,entree,
123316,100,entree,
123316,6,entree,
123316,12,side,
123316,13,side,
123317,100,entree,
123317,13,side,
123318,21,drink,large
123319,9,a la carte,small
123320,11,entree,
123320,5,entree,
123320,5,entree,
123320,14,side,
123321,18,appetizer,
123322,35,bottle,
123323,18,appetizer,
123324,10,entree,
123324,13,side,
123325,16,appetizer,
123326,1,entree,
123326,0,entree,
123326,6,entree,
123326,14,side,
123327,5,entree,
123327,6,entree,
123327,13,side,
123328,17,appetizer,
123329,1,a la carte,medium
123330,35,bottle,
123331,17,appetizer,
123332,6,a la carte,large
123333,100,entree,
123333,10,entree,
123333,15,side,
123334,17,appetizer,
123335,6,entree,
123335,0,entree,
123335,2,entree,
123335,14,side,
123335,13,side,
123336,17,appetizer,
123337,10,entree,
123337,7,entree,
123337,14,side,
123338,0,entree,
123338,14,side,
123339,17,appetizer,
123340,16,appetizer,
123341,35,bottle,
123342,33,drink,large
123343,11,entree,
123343,3,entree,
123343,1,entree,
123343,15,side,
123343,14,side,
123344,17,appetizer,
123345,37,bottle,
123346,1,entree,
123346,10,entree,
123346,7,entree,
123346,13,side,
123347,9,a la carte,medium
123348,18,appetizer,
123349,18,appetizer,
123350,8,entree,
123350,5,entree,
123350,4,entree,
123350,14,side,
123351,3,entree,
123351,5,entree,
123351,11,entree,
123351,14,side,
123352,9,entree,
123352,15,side,
123353,1,entree,
123353,15,side,
123354,11,entree,
123354,11,entree,
123354,13,side,
123355,1,entree,
123355,15,side,
123356,17,appetizer,
123357,6,entree,
123357,2,entree,
123357,5,entree,
123357,12,side,
123358,0,entree,
123358,11,entree,
123358,7,entree,
123358,15,side,
123358,12,side,
123359,37,bottle,
123360,17,appetizer,
123361,35,bottle,
123362,33,drink,large
123363,32,drink,small
123364,9,entree,
123364,11,entree,
123364,100,entree,
123364,15,side,
123364,14,side,
123365,2,entree,
123365,100,entree,
123365,2,entree,
123365,14,side,
123366,18,appetizer,
123367,18,appetizer,
123368,36,bottle,
123369,6,a la carte,medium
123370,11,entree,
123370,5,entree,
123370,10,entree,
123370,15,side,
123370,12,side,
123371,35,bottle,
123372,0,entree,
123372,14,side,
123373,6,entree,
123373,6,entree,
123373,0,entree,
123373,15,side,
123373,15,side,
123374,35,bottle,
123375,27,drink,small
123376,37,bottle,
123377,0,entree,
123377,100,entree,
123377,15,side,
123378,6,entree,
123378,3,entree,
123378,13,side,
123379,100,entree,
123379,12,side,
123380,0,entree,
123380,10,entree,
123380,14,side,
123381,0,entree,
123381,14,side,
123382,5,a la carte,large
123383,8,entree,
123383,100,entree,
123383,15,side,
123384,1,entree,
123384,13,side,
123385,8,entree,
123385,7,entree,
123385,2,entree,
123385,12,side,
123386,20,drink,large
123387,8,entree,
123387,7,entree,
123387,15,side,
123388,37,bottle,
123389,1,a la carte,large
123390,11,entree,
123390,14,side,
123391,6,entree,
123391,100,entree,
123391,8,entree,
123391,15,side,
123392,1,a la carte,medium
123393,0,entree,
123393,7,entree,
123393,15,side,
123394,5,entree,
123394,4,entree,
123394,9,entree,
123394,14,side,
123394,13,side,
123395,100,a la carte,small
123396,3,entree,
123396,1,entree,
123396,14,side,
123397,0,a la carte,large
123398,36,bottle,
123399,35,bottle,
123400,10,entree,
123400,12,side,
123401,33,drink,large
123402,11,entree,
123402,100,entree,
123402,1,entree,
123402,13,side,
123403,35,bottle,
123404,37,bottle,
123405,25,drink,small
123406,1,a la carte,large
123407,3,a la carte,medium
123408,2,entree,
123408,4,entree,
123408,12,side,
123409,2,a la carte,large
123410,0,entree,
123410,10,entree,
123410,12,side,
123411,10,a la carte,large
123412,10,entree,
123412,10,entree,
123412,7,entree,
123412,14,side,
123412,12,side,
123413,2,entree,
123413,13,side,
123414,10,entree,
123414,14,side,
123415,16,appetizer,
123416,7,a la carte,large
123417,8,entree,
123417,100,entree,
123417,2,entree,
123417,15,side,
123418,4,entree,
123418,9,entree,
123418,5,entree,
123418,12,side,
123419,9,entree,
123419,12,side,
123420,16,appetizer,
123421,35,bottle,
123422,31,drink,small
123423,10,entree,
123423,2,entree,
123423,8,entree,
123423,12,side,
123423,14,side,
123424,1,entree,
123424,13,side,
123425,15,a la carte,large
123426,1,entree,
123426,2,entree,
123426,100,entree,
123426,15,side,
123426,14,side,
123427,35,bottle,
123428,8,entree,
123428,0,entree,
123428,8,entree,
123428,12,side,
123428,12,side,
123429,1,entree,
123429,14,side,
123430,4,entree,
123430,8,entree,
123430,15,side,
123431,1,entree,
123431,12,side,
123432,11,a la carte,medium
123433,5,a la carte,large
123434,32,drink,medium
123435,2,entree,
123435,1,entree,
123435,0,entree,
123435,13,side,
123435,13,side,
123436,100,a la carte,large
123437,3,entree,
123437,0,entree,
123437,10,entree,
123437,13,side,
123437,15,side,
123438,35,bottle,
123439,0,entree,
123439,11,entree,
123439,13,side,
123440,6,entree,
123440,12,side,
123441,36,bottle,
123442,7,entree,
123442,2,entree,
123442,3,entree,
123442,15,side,
123443,6,a la carte,large
123444,6,a la carte,medium
123445,7,entree,
123445,11,entree,
123445,8,entree,
123445,13,side,
123446,5,entree,
123446,5,entree,
123446,2,entree,
123446,13,side,
123446,12,side,
123447,4,entree,
123447,11,entree,
123447,15,side,
123448,7,a la carte,small
123449,2,entree,
123449,9,entree,
123449,15,side,
123450,10,entree,
123450,12,side,
123451,100,entree,
123451,9,entree,
123451,0,entree,
123451,12,side,
123452,18,appetizer,
123453,9,entree,
123453,1,entree,
123453,8,entree,
123453,14,side,
123454,35,bottle,
123455,16,appetizer,
123456,100,a la carte,large
123457,2,a la carte,small
123458,16,appetizer,
123459,10,a la carte,medium
123460,7,entree,
123460,100,entree,
123460,12,side,
123461,8,entree,
123461,9,entree,
123461,6,entree,
123461,15,side,
123462,1,entree,
123462,100,entree,
123462,7,entree,
123462,13,side,
123462,13,side,
123463,4,entree,
123463,10,entree,
123463,2,entree,
123463,14,side,
123464,1,a la carte,small
123465,29,drink,small
123466,8,entree,
123466,0,entree,
123466,2,entree,
123466,12,side,
123466,15,side,
123467,8,entree,
123467,13,side,
123468,25,drink,medium
123469,19,drink,small
123470,16,appetizer,
123471,30,drink,small
123472,17,appetizer,
123473,35,bottle,
123474,36,bottle,
123475,4,entree,
123475,2,entree,
123475,6,entree,
123475,12,side,
123475,13,side,
123476,3,entree,
123476,1,entree,
123476,14,side,
123477,35,bottle,
123478,6,entree,
123478,6,entree,
123478,11,entree,
123478,14,side,
123479,5,entree,
123479,15,side,
123480,36,bottle,
123481,5,a la carte,medium
123482,36,bottle,
123483,18,appetizer,
123484,5,entree,
123484,10,entree,
123484,10,entree,
123484,14,side,
123484,15,side,
123485,19,drink,small
123486,18,appetizer,
123487,27,drink,small
123488,3,entree,
123488,4,entree,
123488,14,side,
123489,37,bottle,
123490,18,appetizer,
123491,25,drink,medium
123492,6,entree,
123492,5,entree,
123492,4,entree,
123492,15,side,
123493,6,entree,
123493,11,entree,
123493,6,entree,
123493,13,side,
123494,24,drink,medium
123495,18,appetizer,
123496,24,drink,medium
123497,5,a la carte,medium
123498,34,drink,small
123499,18,appetizer,
123500,11,entree,
123500,7,entree,
123500,8,entree,
123500,14,side,
123500,13,side,
123501,17,appetizer,
123502,10,entree,
123502,4,entree,
123502,11,entree,
123502,14,side,
123502,12,side,
123503,7,entree,
123503,1,entree,
123503,10,entree,
123503,13,side,
123503,13,side,
123504,37,bottle,
123505,35,bottle,
123506,31,drink,large
123507,19,drink,large
123508,9,a la carte,medium
123509,37,bottle,
123510,37,bottle,
123511,18,appetizer,
123512,17,appetizer,
123513,3,entree,
123513,0,entree,
123513,0,entree,
123513,15,side,
123513,15,side,
123514,11,entree,
123514,1,entree,
123514,15,side,
123515,36,bottle,
123516,9,entree,
123516,2,entree,
123516,4,entree,
123516,13,side,
123516,15,side,
123517,2,entree,
123517,7,entree,
123517,11,entree,
123517,15,side,
123517,13,side,
123518,30,drink,small
123519,5,entree,
123519,5,entree,
123519,9,entree,
123519,14,side,
123519,14,side,
123520,2,entree,
123520,0,entree,
123520,4,entree,
123520,14,side,
123520,14,side,
123521,1,entree,
123521,7,entree,
123521,14,side,
123522,2,entree,
123522,6,entree,
123522,7,entree,
123522,15,side,
123522,14,side,
123523,6,entree,
123523,14,side,
123524,17,appetizer,
123525,0,entree,
123525,4,entree,
123525,3,entree,
123525,12,side,
123526,26,drink,small
123527,19,drink,medium
123528,0,entree,
123528,100,entree,
123528,10,entree,
123528,12,side,
123528,12,side,
123529,18,appetizer,
123530,11,entree,
123530,4,entree,
123530,1,entree,
123530,15,side,
123530,14,side,
123531,33,drink,large
123532,36,bottle,
123533,0,entree,
123533,10,entree,
123533,14,side,
123534,0,entree,
123534,1,entree,
123534,6,entree,
123534,13,side,
123534,12,side,
123535,2,entree,
123535,12,side,
123536,31,drink,large
123537,0,entree,
123537,2,entree,
123537,6,entree,
123537,13,side,
123537,12,side,
123538,11,entree,
123538,7,entree,
123538,14,side,
123539,2,entree,
123539,11,entree,
123539,100,entree,
123539,14,side,
123539,14,side,
123540,11,entree,
123540,11,entree,
123540,9,entree,
123540,12,side,
123540,13,side,
123541,2,entree,
123541,9,entree,
123541,9,entree,
123541,13,side,
123541,15,side,
123542,8,a la carte,medium
123543,21,drink,small
123544,29,drink,medium
123545,30,drink,small
123546,7,entree,
123546,12,side,
123547,100,entree,
123547,15,side,
123548,100,entree,
123548,1,entree,
123548,14,side,
123549,0,entree,
123549,8,entree,
123549,8,entree,
123549,14,side,
123550,33,drink,medium
123551,1,entree,
123551,7,entree,
123551,5,entree,
123551,13,side,
123551,14,side,
123552,36,bottle,
123553,30,drink,medium
123554,7,a la carte,small
123555,3,a la carte,small
123556,3,entree,
123556,5,entree,
123556,12,side,
123557,36,bottle,
123558,7,entree,
123558,100,entree,
123558,2,entree,
123558,14,side,
123559,1,entree,
123559,9,entree,
123559,11,entree,
123559,13,side,
123560,37,bottle,
123561,0,a la carte,small
123562,1,entree,
123562,5,entree,
123562,1,entree,
123562,13,side,
123562,14,side,
123563,5,entree,
123563,0,entree,
123563,2,entree,
123563,14,side,
123564,37,bottle,
123565,18,appetizer,
123566,100,entree,
123566,6,entree,
123566,10,entree,
123566,15,side,
123566,14,side,
123567,4,entree,
123567,3,entree,
123567,8,entree,
123567,14,side,
123568,5,entree,
123568,5,entree,
123568,11,entree,
123568,13,side,
123568,15,side,
123569,18,appetizer,
123570,16,appetizer,
123571,0,entree,
123571,13,side,
123572,37,bottle,
123573,3,entree,
123573,5,entree,
123573,6,entree,
123573,13,side,
123574,29,drink,medium
123575,14,a la carte,large
123576,8,entree,
123576,1,entree,
123576,6,entree,
123576,15,side,
123576,14,side,
123577,8,entree,
123577,14,side,
123578,37,bottle,
123579,3,entree,
123579,11,entree,
123579,2,entree,
123579,15,side,
123580,10,entree,
123580,0,entree,
123580,2,entree,
123580,12,side,
123581,0,entree,
123581,4,entree,
123581,7,entree,
123581,12,side,
123581,15,side,
123582,18,appetizer,
123583,5,entree,
123583,2,entree,
123583,100,entree,
123583,13,side,
123584,6,entree,
123584,1,entree,
123584,7,entree,
123584,13,side,
123584,12,side,
123585,100,a la carte,small
123586,10,entree,
123586,11,entree,
123586,8,entree,
123586,12,side,
123586,13,side,
123587,3,a la carte,medium
123588,11,entree,
123588,14,side,
123589,100,a la carte,large
123590,7,entree,
123590,6,entree,
123590,1,entree,
123590,14,side,
123591,9,a la carte,medium
123592,7,entree,
123592,9,entree,
123592,10,entree,
123592,15,side,
123593,4,entree,
123593,5,entree,
123593,2,entree,
123593,12,side,
123594,9,entree,
123594,5,entree,
123594,9,entree,
123594,13,side,
123594,12,side,
123595,13,a la carte,large
123596,16,appetizer,
123597,4,entree,
123597,11,entree,
123597,0,entree,
123597,13,side,
123598,2,entree,
123598,5,entree,
123598,14,side,
123599,11,entree,
123599,11,entree,
123599,12,side,
123600,7,entree,
123600,5,entree,
123600,9,entree,
123600,13,side,
123601,4,entree,
123601,8,entree,
123601,11,entree,
123601,14,side,
123602,13,a la carte,large
123603,1,a la carte,small
123604,0,entree,
123604,100,entree,
123604,6,entree,
123604,14,side,
123604,14,side,
123605,30,drink,small
123606,4,entree,
123606,15,side,
123607,3,entree,
123607,0,entree,
123607,4,entree,
123607,15,side,
123608,4,entree,
123608,14,side,
123609,7,a la carte,small
123610,3,entree,
123610,7,entree,
123610,2,entree,
123610,13,side,
123611,2,entree,
123611,7,entree,
123611,10,entree,
123611,13,side,
123612,17,appetizer,
123613,10,entree,
123613,10,entree,
123613,14,side,
123614,14,a la carte,large
123615,18,appetizer,
123616,11,entree,
123616,15,side,
123617,0,a la carte,small
123618,36,bottle,
123619,20,drink,medium
123620,35,bottle,
123621,0,entree,
123621,9,entree,
123621,2,entree,
123621,13,side,
123622,36,bottle,
123623,16,appetizer,
123624,9,entree,
123624,10,entree,
123624,12,side,
123625,9,a la carte,small
123626,36,bottle,
123627,5,entree,
123627,12,side,
123628,10,entree,
123628,0,entree,
123628,100,entree,
123628,12,side,
123629,1,entree,
123629,4,entree,
123629,15,side,
123630,9,a la carte,large
123631,0,entree,
123631,14,side,
123632,6,entree,
123632,12,side,
123633,5,entree,
123633,10,entree,
123633,7,entree,
123633,13,side,
123634,10,entree,
123634,10,entree,
123634,10,entree,
123634,15,side,
123635,7,a la carte,small
123636,20,drink,large
123637,37,bottle,
123638,11,entree,
123638,7,entree,
123638,11,entree,
123638,14,side,
123639,100,entree,
123639,15,side,
123640,37,bottle,
123641,2,entree,
123641,11,entree,
123641,10,entree,
123641,14,side,
123641,15,side,
123642,16,appetizer,
123643,16,appetizer,
123644,5,entree,
123644,14,side,
123645,36,bottle,
123646,11,entree,
123646,0,entree,
123646,15,side,
123647,100,entree,
123647,1,entree,
123647,6,entree,
123647,13,side,
123647,13,side,
123648,37,bottle,
123649,4,entree,
123649,14,side,
123650,6,entree,
123650,12,side,
123651,0,entree,
123651,10,entree,
123651,10,entree,
123651,13,side,
123652,26,drink,small
123653,37,bottle,
123654,2,a la carte,medium
123655,7,a la carte,small
123656,29,drink,medium
123657,31,drink,medium
123658,19,drink,medium
123659,35,bottle,
123660,3,entree,
123660,14,side,
123661,4,a la carte,medium
123662,13,a la carte,large
123663,36,bottle,
123664,37,bottle,
123665,18,appetizer,
123666,35,bottle,
123667,6,a la carte,medium
123668,26,drink,large
123669,37,bottle,
123670,11,entree,
123670,3,entree,
123670,3,entree,
123670,15,side,
123670,13,side,
123671,35,bottle,
123672,3,entree,
123672,2,entree,
123672,5,entree,
123672,13,side,
123672,14,side,
123673,7,a la carte,small
123674,36,bottle,
123675,10,entree,
123675,4,entree,
123675,13,side,
123676,11,entree,
123676,5,entree,
123676,5,entree,
123676,14,side,
123677,0,entree,
123677,5,entree,
123677,6,entree,
123677,13,side,
123678,7,entree,
123678,0,entree,
123678,13,side,
123679,5,entree,
123679,3,entree,
123679,14,side,
123680,35,bottle,
123681,4,entree,
123681,8,entree,
123681,5,entree,
123681,13,side,
123682,0,entree,
123682,14,side,
123683,2,entree,
123683,5,entree,
123683,8,entree,
123683,15,side,
123683,12,side,
123684,6,entree,
123684,8,entree,
123684,12,side,
123685,6,entree,
123685,7,entree,
123685,10,entree,
123685,13,side,
123686,9,a la carte,medium
123687,18,appetizer,
123688,35,bottle,
123689,0,a la carte,medium
123690,2,entree,
123690,12,side,
123691,100,entree,
123691,1,entree,
123691,9,entree,
123691,15,side,
123692,20,drink,large
123693,0,entree,
123693,6,entree,
123693,12,side,
123694,8,entree,
123694,7,entree,
123694,15,side,
123695,100,entree,
123695,13,side,
123696,24,drink,small
123697,18,appetizer,
123698,11,entree,
123698,9,entree,
123698,12,side,
123699,17,appetizer,
123700,6,entree,
123700,3,entree,
123700,11,entree,
123700,15,side,
123700,14,side,
123701,24,drink,large
123702,36,bottle,
123703,36,bottle,
123704,100,a la carte,medium
123705,9,entree,
123705,15,side,
123706,16,appetizer,
123707,3,entree,
123707,7,entree,
123707,5,entree,
123707,15,side,
123707,12,side,
123708,1,entree,
123708,13,side,
123709,11,entree,
123709,11,entree,
123709,5,entree,
123709,12,side,
123710,0,entree,
123710,7,entree,
123710,9,entree,
123710,15,side,
123711,18,appetizer,
123712,8,a la carte,large
123713,16,appetizer,
123714,33,drink,small
123715,9,entree,
123715,15,side,
123716,17,appetizer,
123717,37,bottle,
123718,3,entree,
123718,3,entree,
123718,5,entree,
123718,14,side,
123719,5,a la carte,small
123720,9,entree,
123720,9,entree,
123720,10,entree,
123720,12,side,
123720,12,side,
123721,2,entree,
123721,9,entree,
123721,2,entree,
123721,14,side,
123721,14,side,
123722,35,bottle,
123723,36,bottle,
123724,5,entree,
123724,8,entree,
123724,6,entree,
123724,14,side,
123725,9,entree,
123725,6,entree,
123725,4,entree,
123725,15,side,
123725,12,side,
123726,37,bottle,
123727,2,entree,
123727,5,entree,
123727,13,side,
123728,7,entree,
123728,11,entree,
123728,2,entree,
123728,15,side,
123728,14,side,
123729,36,bottle,
123730,100,entree,
123730,4,entree,
123730,13,side,
123731,7,entree,
123731,5,entree,
123731,14,side,
123732,18,appetizer,
123733,6,a la carte,small
123734,5,a la carte,large
123735,6,entree,
123735,100,entree,
123735,13,side,
123736,11,a la carte,large
123737,35,bottle,
123738,0,entree,
123738,8,entree,
123738,15,side,
123739,37,bottle,
123740,37,bottle,
123741,8,entree,
123741,15,side,
123742,35,bottle,
123743,35,bottle,
123744,3,a la carte,medium
123745,35,bottle,
123746,7,entree,
123746,13,side,
123747,7,entree,
123747,15,side,
123748,36,bottle,
123749,9,entree,
123749,15,side,
123750,19,drink,large
123751,24,drink,small
123752,19,drink,large
123753,3,entree,
123753,7,entree,
123753,13,side,
123754,16,appetizer,
123755,6,a la carte,large
123756,1,entree,
123756,9,entree,
123756,0,entree,
123756,13,side,
123756,15,side,
123757,36,bottle,
123758,6,entree,
123758,12,side,
123759,3,entree,
123759,100,entree,
123759,10,entree,
123759,13,side,
123760,0,a la carte,large
123761,10,entree,
123761,7,entree,
123761,8,entree,
123761,14,side,
123761,12,side,
123762,18,appetizer,
123763,18,appetizer,
123764,7,entree,
123764,3,entree,
123764,0,entree,
123764,14,side,
123764,14,side,
123765,17,appetizer,
123766,9,entree,
123766,2,entree,
123766,15,side,
123767,6,entree,
123767,0,entree,
123767,12,side,
123768,9,a la carte,medium
123769,8,entree,
123769,5,entree,
123769,13,side,
123770,18,appetizer,
123771,5,a la carte,large
123772,5,entree,
123772,0,entree,
123772,14,side,
123773,3,entree,
123773,7,entree,
123773,14,side,
123774,23,drink,small
123775,36,bottle,
123776,7,entree,
123776,12,side,
123777,0,a la carte,large
123778,5,a la carte,medium
123779,18,appetizer,
123780,31,drink,large
123781,3,entree,
123781,13,side,
123782,31,drink,large
123783,100,entree,
123783,7,entree,
123783,5,entree,
123783,14,side,
123783,14,side,
123784,100,a la carte,medium
123785,3,entree,
123785,1,entree,
123785,3,entree,
123785,14,side,
123786,1,entree,
123786,15,side,
123787,8,entree,
123787,7,entree,
123787,0,entree,
123787,15,side,
123787,14,side,
123788,10,entree,
123788,100,entree,
123788,13,side,
123789,1,entree,
123789,6,entree,
123789,5,entree,
123789,14,side,
123790,0,entree,
123790,4,entree,
123790,5,entree,
123790,15,side,
123791,6,a la carte,large
