transactionid,itemid,orderid
30650,4,91630
30650,11,91631
30650,12,91632
30651,2,91633
30651,6,91634
30652,6,91635
30652,4,91636
30652,1,91637
30653,1,91638
30653,11,91639
30653,6,91640
30653,4,91641
30653,4,91642
30654,12,91643
30654,6,91644
30654,13,91645
30655,2,91646
30656,4,91647
30656,3,91648
30656,2,91649
30656,11,91650
30657,4,91651
30657,13,91652
30657,3,91653
30657,4,91654
30658,6,91655
30658,6,91656
30658,11,91657
30658,2,91658
30658,6,91659
30659,4,91660
30659,3,91661
30659,6,91662
30659,1,91663
30660,6,91664
30660,13,91665
30660,11,91666
30661,6,91667
30661,12,91668
30662,3,91669
30662,2,91670
30662,11,91671
30662,3,91672
30663,12,91673
30663,12,91674
30663,13,91675
30663,3,91676
30664,4,91677
30664,3,91678
30665,11,91679
30665,4,91680
30666,4,91681
30666,2,91682
30666,4,91683
30666,13,91684
30667,1,91685
30668,11,91686
30668,11,91687
30668,4,91688
30668,13,91689
30669,11,91690
30669,11,91691
30670,1,91692
30670,3,91693
30670,3,91694
30670,4,91695
30671,6,91696
30671,2,91697
30671,11,91698
30671,13,91699
30671,6,91700
30672,1,91701
30673,12,91702
30673,6,91703
30673,12,91704
30673,2,91705
30674,12,91706
30674,6,91707
30675,11,91708
30675,3,91709
30675,11,91710
30675,1,91711
30675,4,91712
30676,3,91713
30677,3,91714
30677,11,91715
30677,2,91716
30677,3,91717
30678,1,91718
30679,11,91719
30679,6,91720
30679,6,91721
30680,13,91722
30681,2,91723
30681,6,91724
30682,4,91725
30682,13,91726
30683,3,91727
30684,4,91728
30685,2,91729
30686,4,91730
30686,6,91731
30686,11,91732
30687,1,91733
30687,12,91734
30687,13,91735
30688,13,91736
30688,6,91737
30688,11,91738
30688,12,91739
30689,2,91740
30689,12,91741
30689,11,91742
30689,2,91743
30689,12,91744
30690,11,91745
30690,6,91746
30691,3,91747
30692,3,91748
30692,6,91749
30692,13,91750
30692,13,91751
30693,6,91752
30693,11,91753
30693,4,91754
30693,2,91755
30693,4,91756
30694,1,91757
30694,2,91758
30694,12,91759
30694,12,91760
30694,1,91761
30695,2,91762
30696,4,91763
30696,6,91764
30696,13,91765
30696,3,91766
30697,3,91767
30697,3,91768
30698,1,91769
30698,3,91770
30698,11,91771
30698,3,91772
30698,1,91773
30699,13,91774
30699,4,91775
30699,1,91776
30699,4,91777
30700,6,91778
30700,12,91779
30700,1,91780
30700,2,91781
30701,13,91782
30701,3,91783
30701,3,91784
30702,13,91785
30702,4,91786
30703,6,91787
30703,2,91788
30703,11,91789
30703,13,91790
30704,2,91791
30704,4,91792
30704,4,91793
30704,2,91794
30704,11,91795
30705,12,91796
30705,2,91797
30706,4,91798
30706,13,91799
30707,12,91800
30707,2,91801
30707,3,91802
30708,13,91803
30708,3,91804
30709,3,91805
30709,6,91806
30709,12,91807
30709,4,91808
30710,12,91809
30711,3,91810
30711,11,91811
30711,6,91812
30711,12,91813
30712,6,91814
30712,6,91815
30712,12,91816
30712,2,91817
30713,6,91818
30713,2,91819
30713,11,91820
30713,11,91821
30713,3,91822
30714,2,91823
30714,13,91824
30714,4,91825
30715,12,91826
30715,2,91827
30715,4,91828
30716,6,91829
30716,13,91830
30716,1,91831
30717,3,91832
30718,11,91833
30719,13,91834
30719,4,91835
30719,11,91836
30719,1,91837
30719,2,91838
30720,12,91839
30721,13,91840
30721,13,91841
30721,1,91842
30721,2,91843
30722,13,91844
30722,4,91845
30722,6,91846
30722,12,91847
30722,2,91848
30723,4,91849
30723,6,91850
30724,4,91851
30724,13,91852
30724,12,91853
30724,1,91854
30725,1,91855
30726,12,91856
30726,12,91857
30727,6,91858
30727,6,91859
30728,4,91860
30728,4,91861
30729,2,91862
30730,11,91863
30730,1,91864
30730,12,91865
30730,2,91866
30730,12,91867
30731,12,91868
30731,2,91869
30731,2,91870
30731,13,91871
30732,12,91872
30733,13,91873
30733,13,91874
30733,6,91875
30733,6,91876
30734,11,91877
30734,11,91878
30734,6,91879
30734,1,91880
30735,12,91881
30735,6,91882
30735,6,91883
30735,4,91884
30736,11,91885
30736,11,91886
30737,13,91887
30738,3,91888
30738,6,91889
30738,1,91890
30738,6,91891
30738,13,91892
30739,12,91893
30739,2,91894
30739,13,91895
30740,12,91896
30740,6,91897
30740,12,91898
30740,2,91899
30741,11,91900
30741,1,91901
30741,13,91902
30741,2,91903
30742,12,91904
30743,2,91905
30743,3,91906
30744,1,91907
30744,11,91908
30744,3,91909
30744,12,91910
30745,6,91911
30745,2,91912
30745,4,91913
30745,12,91914
30745,2,91915
30746,1,91916
30746,4,91917
30746,11,91918
30746,2,91919
30747,13,91920
30747,11,91921
30747,1,91922
30747,11,91923
30748,12,91924
30748,4,91925
30749,13,91926
30749,13,91927
30749,2,91928
30749,12,91929
30749,3,91930
30750,11,91931
30750,6,91932
30751,11,91933
30751,11,91934
30751,4,91935
30751,12,91936
30751,2,91937
30752,13,91938
30752,4,91939
30752,11,91940
30752,12,91941
30752,1,91942
30753,3,91943
30753,3,91944
30753,2,91945
30754,13,91946
30754,2,91947
30754,4,91948
30754,11,91949
30755,13,91950
30755,3,91951
30755,2,91952
30755,3,91953
30756,11,91954
30756,2,91955
30757,11,91956
30757,13,91957
30758,11,91958
30758,6,91959
30758,1,91960
30758,6,91961
30759,11,91962
30759,3,91963
30759,4,91964
30760,12,91965
30760,2,91966
30761,11,91967
30762,4,91968
30762,12,91969
30762,12,91970
30763,3,91971
30763,11,91972
30763,4,91973
30763,2,91974
30764,6,91975
30764,6,91976
30765,13,91977
30766,13,91978
30766,12,91979
30766,11,91980
30766,4,91981
30766,2,91982
30767,1,91983
30767,3,91984
30768,1,91985
30768,1,91986
30768,12,91987
30768,4,91988
30768,11,91989
30769,13,91990
30769,2,91991
30769,12,91992
30769,11,91993
30770,3,91994
30771,13,91995
30771,2,91996
30771,13,91997
30771,2,91998
30772,12,91999
30772,2,92000
30772,13,92001
30773,13,92002
30773,2,92003
30773,4,92004
30774,4,92005
30774,12,92006
30774,2,92007
30775,11,92008
30775,1,92009
30775,1,92010
30775,1,92011
30775,13,92012
30776,6,92013
30776,1,92014
30776,6,92015
30777,3,92016
30777,1,92017
30778,12,92018
30778,11,92019
30778,2,92020
30779,1,92021
30780,11,92022
30781,6,92023
30781,13,92024
30781,1,92025
30782,4,92026
30782,13,92027
30782,11,92028
30782,1,92029
30783,1,92030
30783,1,92031
30784,2,92032
30784,4,92033
30785,2,92034
30785,3,92035
30785,4,92036
30785,12,92037
30786,4,92038
30786,13,92039
30786,3,92040
30787,13,92041
30787,3,92042
30787,4,92043
30787,4,92044
30787,13,92045
30788,11,92046
30788,6,92047
30788,11,92048
30789,4,92049
30789,2,92050
30789,11,92051
30790,2,92052
30790,1,92053
30790,1,92054
30790,2,92055
30791,1,92056
30792,12,92057
30792,11,92058
30792,6,92059
30793,6,92060
30794,2,92061
30794,13,92062
30794,13,92063
30794,4,92064
30794,1,92065
30795,11,92066
30795,6,92067
30795,6,92068
30795,13,92069
30795,12,92070
30796,11,92071
30797,11,92072
30797,4,92073
30797,3,92074
30798,3,92075
30799,13,92076
30800,6,92077
30800,4,92078
30800,1,92079
30800,3,92080
30800,12,92081
30801,2,92082
30801,6,92083
30801,1,92084
30801,11,92085
30802,12,92086
30802,13,92087
30802,12,92088
30803,12,92089
30804,2,92090
30805,6,92091
30805,4,92092
30805,11,92093
30805,4,92094
30806,13,92095
30807,13,92096
30807,13,92097
30807,3,92098
30807,1,92099
30808,2,92100
30808,1,92101
30809,2,92102
30809,13,92103
30809,11,92104
30809,2,92105
30810,12,92106
30810,3,92107
30810,3,92108
30811,6,92109
30811,4,92110
30812,6,92111
30812,1,92112
30812,1,92113
30812,3,92114
30813,1,92115
30813,6,92116
30813,13,92117
30813,2,92118
30813,11,92119
30814,12,92120
30814,2,92121
30814,3,92122
30814,4,92123
30815,4,92124
30815,1,92125
30815,12,92126
30815,6,92127
30815,4,92128
30816,3,92129
30817,13,92130
30818,3,92131
30818,12,92132
30818,1,92133
30818,4,92134
30818,4,92135
30819,1,92136
30819,13,92137
30819,1,92138
30819,4,92139
30819,13,92140
30820,11,92141
30820,6,92142
30821,2,92143
30821,13,92144
30821,13,92145
30821,3,92146
30821,3,92147
30822,2,92148
30822,12,92149
30822,2,92150
30822,4,92151
30822,11,92152
30823,4,92153
30823,6,92154
30824,3,92155
30824,2,92156
30825,1,92157
30825,11,92158
30825,11,92159
30825,11,92160
30826,6,92161
30826,4,92162
30826,1,92163
30826,11,92164
30827,2,92165
30827,4,92166
30827,1,92167
30827,1,92168
30827,3,92169
30828,12,92170
30828,2,92171
30828,12,92172
30828,4,92173
30829,13,92174
30829,12,92175
30830,11,92176
30830,2,92177
30830,1,92178
30831,13,92179
30831,12,92180
30831,2,92181
30831,2,92182
30831,12,92183
30832,1,92184
30832,11,92185
30832,6,92186
30833,6,92187
30833,11,92188
30833,3,92189
30833,12,92190
30834,13,92191
30834,3,92192
30834,4,92193
30835,3,92194
30835,4,92195
30835,2,92196
30835,13,92197
30835,1,92198
30836,11,92199
30836,4,92200
30837,13,92201
30838,12,92202
30838,12,92203
30838,4,92204
30838,13,92205
30839,13,92206
30839,11,92207
30839,4,92208
30840,13,92209
30840,12,92210
30840,13,92211
30841,6,92212
30842,6,92213
30842,6,92214
30842,13,92215
30842,3,92216
30843,4,92217
30843,2,92218
30844,6,92219
30844,12,92220
30844,12,92221
30844,2,92222
30844,2,92223
30845,12,92224
30845,12,92225
30845,1,92226
30845,11,92227
30845,11,92228
30846,13,92229
30846,4,92230
30846,12,92231
30846,6,92232
30846,3,92233
30847,1,92234
30847,1,92235
30847,12,92236
30847,13,92237
30847,1,92238
30848,6,92239
30848,4,92240
30849,6,92241
30849,13,92242
30849,12,92243
30849,2,92244
30850,4,92245
30850,11,92246
30851,4,92247
30851,1,92248
30851,2,92249
30851,1,92250
30852,3,92251
30853,12,92252
30853,1,92253
30854,4,92254
30854,2,92255
30854,6,92256
30855,6,92257
30855,11,92258
30855,4,92259
30855,11,92260
30856,4,92261
30856,11,92262
30856,13,92263
30856,2,92264
30856,13,92265
30857,3,92266
30857,13,92267
30857,13,92268
30857,6,92269
30858,13,92270
30859,6,92271
30859,2,92272
30859,11,92273
30859,6,92274
30859,2,92275
30860,6,92276
30860,11,92277
30860,2,92278
30861,4,92279
30861,4,92280
30861,1,92281
30861,12,92282
30861,11,92283
30862,2,92284
30862,1,92285
30863,1,92286
30864,13,92287
30865,1,92288
30865,11,92289
30865,1,92290
30865,4,92291
30865,6,92292
30866,4,92293
30866,1,92294
30867,3,92295
30867,3,92296
30868,13,92297
30868,2,92298
30868,1,92299
30868,1,92300
30869,11,92301
30870,3,92302
30871,6,92303
30871,6,92304
30871,6,92305
30871,3,92306
30872,2,92307
30872,3,92308
30872,1,92309
30873,6,92310
30873,3,92311
30874,3,92312
30874,12,92313
30874,12,92314
30874,11,92315
30875,1,92316
30876,2,92317
30876,2,92318
30877,3,92319
30877,3,92320
30877,6,92321
30877,3,92322
30877,13,92323
30878,12,92324
30878,3,92325
30878,11,92326
30879,6,92327
30879,1,92328
30879,6,92329
30879,12,92330
30880,12,92331
30880,1,92332
30880,6,92333
30880,6,92334
30880,4,92335
30881,4,92336
30881,11,92337
30881,13,92338
30881,13,92339
30882,13,92340
30882,4,92341
30882,3,92342
30883,11,92343
30883,11,92344
30883,3,92345
30883,13,92346
30884,1,92347
30884,11,92348
30884,12,92349
30884,12,92350
30884,2,92351
30885,2,92352
30885,2,92353
30885,1,92354
30885,3,92355
30885,12,92356
30886,6,92357
30887,3,92358
30887,2,92359
30887,6,92360
30887,2,92361
30887,1,92362
30888,12,92363
30889,6,92364
30890,13,92365
30890,1,92366
30890,13,92367
30890,1,92368
30891,12,92369
30891,4,92370
30892,2,92371
30892,2,92372
30893,11,92373
30893,3,92374
30894,11,92375
30894,11,92376
30895,2,92377
30896,2,92378
30896,13,92379
30896,2,92380
30896,1,92381
30897,4,92382
30898,3,92383
30899,12,92384
30900,2,92385
30900,12,92386
30900,1,92387
30900,6,92388
30901,6,92389
30901,3,92390
30902,2,92391
30902,11,92392
30903,1,92393
30903,1,92394
30904,2,92395
30905,13,92396
30906,6,92397
30907,6,92398
30907,6,92399
30907,6,92400
30907,12,92401
30907,13,92402
30908,11,92403
30908,2,92404
30908,6,92405
30908,12,92406
30908,1,92407
30909,4,92408
30909,2,92409
30909,2,92410
30910,4,92411
30910,4,92412
30910,2,92413
30910,11,92414
30911,1,92415
30911,11,92416
30911,3,92417
30912,6,92418
30912,6,92419
30912,12,92420
30912,11,92421
30912,6,92422
30913,1,92423
30913,12,92424
30913,12,92425
30913,11,92426
30914,2,92427
30914,11,92428
30915,6,92429
30915,2,92430
30915,1,92431
30916,4,92432
30916,12,92433
30916,13,92434
30916,4,92435
30917,13,92436
30917,6,92437
30917,2,92438
30917,2,92439
30917,11,92440
30918,3,92441
30918,6,92442
30918,2,92443
30918,12,92444
30919,13,92445
30919,2,92446
30919,12,92447
30919,13,92448
30920,12,92449
30921,12,92450
30922,3,92451
30922,1,92452
30922,2,92453
30923,1,92454
30923,3,92455
30923,1,92456
30923,12,92457
30923,12,92458
30924,12,92459
30924,12,92460
30924,12,92461
30924,4,92462
30925,11,92463
30925,13,92464
30925,3,92465
30926,1,92466
30926,6,92467
30926,11,92468
30926,3,92469
30926,6,92470
30927,2,92471
30927,4,92472
30927,2,92473
30927,1,92474
30927,3,92475
30928,3,92476
30929,2,92477
30929,11,92478
30929,4,92479
30929,6,92480
30930,11,92481
30931,13,92482
30932,6,92483
30932,1,92484
30932,12,92485
30932,12,92486
30933,6,92487
30933,1,92488
30934,1,92489
30934,12,92490
30934,6,92491
30934,6,92492
30934,3,92493
30935,12,92494
30935,3,92495
30936,11,92496
30936,2,92497
30937,2,92498
30937,2,92499
30938,3,92500
30938,3,92501
30938,4,92502
30939,4,92503
30939,12,92504
30939,13,92505
30940,13,92506
30940,2,92507
30941,6,92508
30941,4,92509
30941,4,92510
30941,3,92511
30941,12,92512
30942,1,92513
30943,11,92514
30943,2,92515
30944,13,92516
30944,6,92517
30945,12,92518
30946,1,92519
30946,11,92520
30946,1,92521
30946,11,92522
30947,3,92523
30947,2,92524
30948,13,92525
30948,3,92526
30948,3,92527
30949,2,92528
30949,2,92529
30949,2,92530
30949,3,92531
30950,3,92532
30950,12,92533
30950,3,92534
30951,6,92535
30951,11,92536
30951,1,92537
30952,6,92538
30952,6,92539
30952,4,92540
30952,12,92541
30952,2,92542
30953,2,92543
30953,4,92544
30953,2,92545
30953,11,92546
30953,1,92547
30954,4,92548
30954,2,92549
30954,12,92550
30954,3,92551
30955,6,92552
30955,11,92553
30955,3,92554
30955,6,92555
30955,4,92556
30956,6,92557
30956,1,92558
30956,2,92559
30956,6,92560
30957,1,92561
30957,13,92562
30957,1,92563
30957,11,92564
30958,3,92565
30959,4,92566
30959,3,92567
30960,2,92568
30960,13,92569
30960,1,92570
30960,3,92571
30960,2,92572
30961,13,92573
30961,12,92574
30961,4,92575
30962,4,92576
30962,11,92577
30962,13,92578
30962,6,92579
30962,3,92580
30963,3,92581
30964,4,92582
30964,11,92583
30964,12,92584
30964,6,92585
30964,13,92586
30965,1,92587
30965,13,92588
30965,6,92589
30966,4,92590
30966,13,92591
30966,13,92592
30966,12,92593
30967,13,92594
30967,1,92595
30968,1,92596
30968,12,92597
30968,1,92598
30969,1,92599
30969,2,92600
30969,11,92601
30970,2,92602
30971,2,92603
30971,6,92604
30972,6,92605
30972,13,92606
30972,6,92607
30973,6,92608
30973,2,92609
30973,2,92610
30973,6,92611
30974,3,92612
30974,6,92613
30974,2,92614
30974,13,92615
30974,3,92616
30975,2,92617
30975,4,92618
30976,13,92619
30976,1,92620
30976,1,92621
30976,11,92622
30977,4,92623
30977,12,92624
30977,2,92625
30977,1,92626
30977,13,92627
30978,4,92628
30978,4,92629
30978,11,92630
30978,11,92631
30978,12,92632
30979,4,92633
30979,1,92634
30979,13,92635
30979,1,92636
30979,4,92637
30980,4,92638
30981,3,92639
30981,1,92640
30982,2,92641
30982,1,92642
30982,1,92643
30982,6,92644
30982,1,92645
30983,2,92646
30983,2,92647
30983,4,92648
30984,12,92649
30984,4,92650
30985,1,92651
30986,3,92652
30986,4,92653
30986,1,92654
30986,4,92655
30986,2,92656
30987,6,92657
30987,4,92658
30988,13,92659
30989,13,92660
30989,6,92661
30989,6,92662
30989,3,92663
30990,12,92664
30990,4,92665
30990,4,92666
30990,11,92667
30991,12,92668
30992,13,92669
30992,4,92670
30993,3,92671
30993,12,92672
30993,13,92673
30994,13,92674
30994,12,92675
30994,13,92676
30994,3,92677
30995,4,92678
30995,2,92679
30995,6,92680
30996,6,92681
30996,3,92682
30997,11,92683
30997,1,92684
30998,1,92685
30998,3,92686
30998,4,92687
30998,1,92688
30999,6,92689
30999,12,92690
30999,4,92691
30999,11,92692
30999,12,92693
31000,2,92694
31000,2,92695
31000,11,92696
31000,1,92697
31000,13,92698
31001,1,92699
31001,2,92700
31001,4,92701
31001,6,92702
31001,2,92703
31002,3,92704
31002,2,92705
31002,11,92706
31002,3,92707
31003,2,92708
31004,12,92709
31004,13,92710
31004,3,92711
31004,1,92712
31004,11,92713
31005,1,92714
31006,3,92715
31007,11,92716
31007,4,92717
31007,11,92718
31007,13,92719
31007,12,92720
31008,11,92721
31009,13,92722
31009,3,92723
31009,2,92724
31010,6,92725
31010,12,92726
31010,4,92727
31010,1,92728
31011,3,92729
31011,11,92730
31011,11,92731
31011,13,92732
31011,4,92733
31012,2,92734
31012,6,92735
31012,4,92736
31013,12,92737
31013,6,92738
31013,11,92739
31013,3,92740
31013,11,92741
31014,12,92742
31014,3,92743
31014,2,92744
31014,13,92745
31014,6,92746
31015,3,92747
31015,3,92748
31016,1,92749
31016,1,92750
31017,1,92751
31017,2,92752
31017,1,92753
31018,12,92754
31018,12,92755
31018,11,92756
31019,6,92757
31019,4,92758
31019,3,92759
31019,1,92760
31020,1,92761
31021,2,92762
31021,1,92763
31021,4,92764
31021,11,92765
31021,4,92766
31022,2,92767
31022,1,92768
31022,11,92769
31022,4,92770
31023,13,92771
31023,12,92772
31023,2,92773
31023,13,92774
31023,12,92775
31024,6,92776
31025,2,92777
31025,11,92778
31025,3,92779
31026,11,92780
31026,1,92781
31027,4,92782
31027,13,92783
31028,3,92784
31028,13,92785
31028,11,92786
31029,1,92787
31029,12,92788
31029,11,92789
31029,11,92790
31029,3,92791
31030,11,92792
31030,11,92793
31030,3,92794
31031,4,92795
31031,12,92796
31032,2,92797
31032,13,92798
31032,12,92799
31033,11,92800
31033,1,92801
31034,2,92802
31035,12,92803
31035,2,92804
31036,3,92805
31036,2,92806
31037,2,92807
31037,2,92808
31038,3,92809
31038,11,92810
31038,12,92811
31039,4,92812
31039,2,92813
31039,3,92814
31039,1,92815
31039,6,92816
31040,11,92817
31040,6,92818
31040,13,92819
31040,4,92820
31040,13,92821
31041,3,92822
31041,13,92823
31042,1,92824
31043,13,92825
31043,1,92826
31043,13,92827
31043,6,92828
31044,1,92829
31045,11,92830
31045,12,92831
31045,1,92832
31046,13,92833
31046,11,92834
31046,6,92835
31046,4,92836
31047,2,92837
31047,4,92838
31047,6,92839
31047,4,92840
31047,11,92841
31048,12,92842
31049,6,92843
31049,13,92844
31049,11,92845
31049,12,92846
31049,11,92847
31050,12,92848
31050,4,92849
31050,4,92850
31050,13,92851
31051,2,92852
31051,13,92853
31052,2,92854
31052,12,92855
31053,2,92856
31054,1,92857
31054,13,92858
31054,2,92859
31055,4,92860
31055,1,92861
31055,13,92862
31055,1,92863
31056,6,92864
31056,11,92865
31056,12,92866
31056,12,92867
31057,6,92868
31057,4,92869
31057,6,92870
31057,11,92871
31058,1,92872
31058,4,92873
31058,1,92874
31058,3,92875
31059,2,92876
31059,2,92877
31059,13,92878
31060,12,92879
31060,11,92880
31060,4,92881
31060,4,92882
31060,3,92883
31061,3,92884
31061,2,92885
31061,2,92886
31062,4,92887
31063,3,92888
31063,2,92889
31064,6,92890
31064,2,92891
31064,1,92892
31065,11,92893
31065,11,92894
31066,4,92895
31066,3,92896
31067,6,92897
31067,12,92898
31067,12,92899
31068,6,92900
31068,13,92901
31069,4,92902
31069,12,92903
31070,11,92904
31070,2,92905
31071,1,92906
31071,2,92907
31071,1,92908
31072,11,92909
31072,6,92910
31073,4,92911
31073,4,92912
31073,4,92913
31073,6,92914
31073,3,92915
31074,12,92916
31074,2,92917
31074,6,92918
31075,12,92919
31075,4,92920
31076,1,92921
31076,1,92922
31077,13,92923
31077,11,92924
31077,6,92925
31077,1,92926
31077,2,92927
31078,2,92928
31078,3,92929
31079,3,92930
31079,6,92931
31079,2,92932
31080,2,92933
31080,6,92934
31080,11,92935
31080,13,92936
31081,2,92937
31081,2,92938
31081,3,92939
31081,13,92940
31082,2,92941
31082,1,92942
31083,6,92943
31083,6,92944
31083,3,92945
31083,2,92946
31083,1,92947
31084,6,92948
31084,6,92949
31084,1,92950
31085,13,92951
31085,4,92952
31085,4,92953
31085,4,92954
31086,13,92955
31086,13,92956
31086,2,92957
31086,6,92958
31087,1,92959
31087,6,92960
31087,13,92961
31088,1,92962
31089,12,92963
31089,6,92964
31089,1,92965
31089,11,92966
31089,3,92967
31090,2,92968
31090,4,92969
31090,11,92970
31091,3,92971
31091,1,92972
31091,6,92973
31092,6,92974
31092,12,92975
31092,2,92976
31092,2,92977
31092,2,92978
31093,2,92979
31093,4,92980
31094,4,92981
31095,13,92982
31095,12,92983
31095,4,92984
31096,4,92985
31096,2,92986
31096,11,92987
31096,11,92988
31097,6,92989
31097,4,92990
31097,6,92991
31098,12,92992
31099,4,92993
31099,3,92994
31099,1,92995
31099,11,92996
31100,4,92997
31100,12,92998
31100,12,92999
31101,6,93000
31101,2,93001
31102,1,93002
31102,11,93003
31102,6,93004
31102,6,93005
31103,6,93006
31103,4,93007
31104,12,93008
31104,3,93009
31105,13,93010
31105,12,93011
31105,3,93012
31105,2,93013
31105,6,93014
31106,11,93015
31107,4,93016
31107,4,93017
31107,12,93018
31107,13,93019
31108,3,93020
31109,13,93021
31109,4,93022
31110,3,93023
31111,13,93024
31111,13,93025
31111,4,93026
31111,13,93027
31112,1,93028
31112,6,93029
31112,12,93030
31112,4,93031
31113,4,93032
31114,2,93033
31114,12,93034
31114,4,93035
31114,1,93036
31115,11,93037
31116,6,93038
31116,1,93039
31116,3,93040
31116,2,93041
31116,11,93042
31117,4,93043
31117,2,93044
31118,11,93045
31118,4,93046
31118,12,93047
31119,13,93048
31119,11,93049
31119,1,93050
31120,2,93051
31120,13,93052
31120,6,93053
31120,4,93054
31121,3,93055
31121,2,93056
31121,1,93057
31121,4,93058
31121,13,93059
31122,6,93060
31122,6,93061
31123,12,93062
31123,6,93063
31123,2,93064
31123,12,93065
31123,4,93066
31124,6,93067
31125,11,93068
31126,2,93069
31126,13,93070
31126,13,93071
31127,6,93072
31127,1,93073
31127,4,93074
31128,4,93075
31128,6,93076
31129,11,93077
31129,2,93078
31129,2,93079
31129,13,93080
31129,4,93081
31130,11,93082
31130,6,93083
31130,6,93084
31131,1,93085
31131,11,93086
31131,12,93087
31131,12,93088
31132,4,93089
31132,3,93090
31132,12,93091
31132,12,93092
31132,6,93093
31133,3,93094
31133,2,93095
31133,11,93096
31133,12,93097
31134,6,93098
31134,1,93099
31135,13,93100
31135,1,93101
31135,6,93102
31135,13,93103
31135,3,93104
31136,4,93105
31136,2,93106
31136,1,93107
31136,12,93108
31136,11,93109
31137,4,93110
31137,12,93111
31137,12,93112
31137,2,93113
31138,12,93114
31138,12,93115
31138,1,93116
31139,2,93117
31139,11,93118
31140,2,93119
31141,4,93120
31142,13,93121
31142,11,93122
31142,11,93123
31142,11,93124
31142,3,93125
31143,3,93126
31143,12,93127
31144,6,93128
31144,1,93129
31144,1,93130
31145,12,93131
31145,4,93132
31145,6,93133
31145,12,93134
31146,12,93135
31146,3,93136
31146,1,93137
31147,1,93138
31147,12,93139
31148,11,93140
31148,1,93141
31148,12,93142
31149,12,93143
31149,2,93144
31149,1,93145
31150,1,93146
31150,12,93147
31150,1,93148
31151,3,93149
31152,3,93150
31153,1,93151
31153,12,93152
31153,13,93153
31153,11,93154
31153,12,93155
31154,4,93156
31154,11,93157
31154,12,93158
31154,12,93159
31155,13,93160
31155,3,93161
31155,4,93162
31156,12,93163
31156,13,93164
31156,12,93165
31157,3,93166
31157,2,93167
31157,4,93168
31157,13,93169
31158,4,93170
31159,2,93171
31159,11,93172
31159,1,93173
31159,3,93174
31160,6,93175
31160,4,93176
31161,11,93177
31161,3,93178
31162,11,93179
31162,1,93180
31162,1,93181
31162,1,93182
31163,2,93183
31163,4,93184
31163,12,93185
31163,12,93186
31163,11,93187
31164,2,93188
31164,12,93189
31164,3,93190
31164,1,93191
31164,4,93192
31165,11,93193
31165,4,93194
31165,3,93195
31165,4,93196
31165,6,93197
31166,11,93198
31166,4,93199
31166,6,93200
31166,2,93201
31167,11,93202
31167,2,93203
31167,1,93204
31168,3,93205
31168,12,93206
31168,2,93207
31168,2,93208
31169,1,93209
31169,1,93210
31169,3,93211
31169,2,93212
31169,12,93213
31170,2,93214
31170,4,93215
31170,1,93216
31171,6,93217
31171,13,93218
31171,3,93219
31171,4,93220
31171,13,93221
31172,1,93222
31172,4,93223
31173,1,93224
31173,12,93225
31173,2,93226
31173,12,93227
31173,12,93228
31174,6,93229
31174,1,93230
31174,12,93231
31174,12,93232
31175,4,93233
31175,11,93234
31176,2,93235
31176,11,93236
31176,2,93237
31176,2,93238
31177,1,93239
31177,1,93240
31177,13,93241
31178,11,93242
31178,4,93243
31178,11,93244
31178,4,93245
31178,4,93246
31179,4,93247
31179,1,93248
31179,3,93249
31179,11,93250
31180,4,93251
31180,12,93252
31180,3,93253
31180,11,93254
31180,2,93255
31181,11,93256
31181,6,93257
31182,13,93258
31182,3,93259
31182,3,93260
31182,13,93261
31182,12,93262
31183,13,93263
31183,6,93264
31183,11,93265
31183,3,93266
31184,11,93267
31184,11,93268
31184,6,93269
31185,3,93270
31185,12,93271
31185,3,93272
31186,1,93273
31187,12,93274
31188,6,93275
31188,11,93276
31188,3,93277
31188,11,93278
31188,3,93279
31189,6,93280
31189,1,93281
31189,2,93282
31189,2,93283
31189,3,93284
31190,2,93285
31190,11,93286
31190,3,93287
31190,13,93288
31191,11,93289
31191,6,93290
31191,3,93291
31191,2,93292
31191,4,93293
31192,4,93294
31192,2,93295
31192,11,93296
31192,13,93297
31193,6,93298
31193,2,93299
31194,3,93300
31194,12,93301
31194,11,93302
31194,12,93303
31194,1,93304
31195,13,93305
31196,6,93306
31196,4,93307
31196,13,93308
31197,12,93309
31197,13,93310
31197,1,93311
31197,4,93312
31197,11,93313
31198,12,93314
31198,1,93315
31198,12,93316
31198,4,93317
31199,6,93318
31200,4,93319
31201,4,93320
31201,3,93321
31201,4,93322
31201,1,93323
31202,12,93324
31202,3,93325
31202,2,93326
31202,6,93327
31203,11,93328
31203,11,93329
31203,1,93330
31203,1,93331
31203,6,93332
31204,6,93333
31205,13,93334
31205,11,93335
31205,1,93336
31206,1,93337
31206,13,93338
31206,1,93339
31206,11,93340
31206,3,93341
31207,13,93342
31207,4,93343
31208,1,93344
31208,12,93345
31209,4,93346
31209,3,93347
31209,3,93348
31209,11,93349
31209,13,93350
31210,6,93351
31210,6,93352
31211,12,93353
31211,6,93354
31211,1,93355
31211,4,93356
31212,3,93357
31212,13,93358
31213,1,93359
31213,4,93360
31213,11,93361
31213,11,93362
31214,12,93363
31215,3,93364
31215,2,93365
31215,6,93366
31215,13,93367
31215,4,93368
31216,6,93369
31216,1,93370
31216,2,93371
31217,6,93372
31218,6,93373
31218,4,93374
31218,3,93375
31219,11,93376
31219,4,93377
